id,timestamp,author,rating,title,text,product,sku,verified,helpful_votes,url
AMZ-011,2024-05-14T10:00:00Z,Sanjana A.,5,Best sunscreen for no white cast,V lightweight on skin. Does not leave white cast! Finally a sunscreen I actually like using.,Be Bodywise Ultra Light Sunscreen SPF50+ 50g,BB-USS-50,true,9,https://bebodywise.com/product/ultra-light-sunscreen-spf50
AMZ-012,2024-07-22T15:30:00Z,Vivica G.,5,Truly invisible after application,"I was a bit hesitant to buy this knowing that most sunscreens tend to be sticky and leave a white film on your face making it look ashy. Good thing I decided to try this anyway. It applies smoothly and is truly invisible after. I can even put make up on it and it doesn't affect the appearance at all. Will def buy again",Be Bodywise Ultra Light Sunscreen SPF50+ 50g,BB-USS-50,true,16,https://bebodywise.com/product/ultra-light-sunscreen-spf50
AMZ-013,2024-04-09T09:00:00Z,Dhara K.,5,Safe for acne-prone skin,My skin is acne-prone but it feels perfect on my skin and suits it well. Doesn't cause any breakouts.,Be Bodywise Ultra Light Sunscreen SPF50+ 50g,BB-USS-50,true,14,https://bebodywise.com/product/ultra-light-sunscreen-spf50
AMZ-014,2025-03-05T13:00:00Z,Sandeep Chabra,5,Third bottle - hair thinning stopped,"I'm on my third bottle and have been using the Hair Serum for the last 3 months. My hair thinning has already stopped and I've noticed an improvement in hair thickness. Wonderful product and service!",Man Matters Advanced Hair Growth Serum 30ml,MM-AHS-30,true,22,https://manmatters.com/dp/advanced-hair-regrowth-serum/26166956
AMZ-015,2025-04-11T10:30:00Z,Duran,5,Hair fall stopped within 2 months,"I used to notice a lot of hair on my pillow every night and no product seemed to work. I started using the Man Matters serum 4 months ago and my hair fall stopped within 2 months. Truly an amazing product!",Man Matters Advanced Hair Growth Serum 30ml,MM-AHS-30,true,31,https://manmatters.com/dp/advanced-hair-regrowth-serum/26166956
AMZ-016,2025-05-02T09:00:00Z,Pankaj K,5,Highly recommend for hair fall,"I have been using this product for last 3 months with amazing ingredients. Would definitely recommend this product to someone facing hair fall. Has helped me a lot.",Man Matters Advanced Hair Growth Serum 30ml,MM-AHS-30,true,18,https://manmatters.com/dp/advanced-hair-regrowth-serum/26166956
AMZ-017,2025-06-14T11:00:00Z,Sameer,5,Ab toh minimum hairfall hai,"I was using oil to keep my hair strong but still hairfall was happening a lot. Then a friend recommended this serum and now i have absolute minimum hairfall. 1-2 baal nikalte hai jo pehle bohot saada nikalte the.",Man Matters Advanced Hair Growth Serum 30ml,MM-AHS-30,true,26,https://manmatters.com/dp/advanced-hair-regrowth-serum/26166956
AMZ-018,2025-07-20T14:00:00Z,Anusha Periwal,5,Life saver for postpartum hair fall,"After my baby was born i was losing just too much hair. Didn't know what to use. I bought postpartum gummies and the hair serum. I am using it for 4 months now and my hair is back as it was before. Life saver!",Be Bodywise Hair Growth Serum Roll On 50ml,BB-HGS-50,true,44,https://bebodywise.com/product/hair-growth-pack-rosemary-roll-on
AMZ-019,2025-08-15T10:00:00Z,Shobita Singh,5,Hair loss reduced in 2 months,"After giving birth my hair fall increased a lot. Looking at an ad I used the bebodywise app to buy personalised gummies and serum. 2 months of using it and it made my hair loss very less. My hair is very smooth also. Love the results.",Be Bodywise Biotin Hair Gummies 60ct,BB-BHG-60,true,38,https://bebodywise.com/product/hair-growth-pack-rosemary-roll-on
AMZ-020,2025-09-01T09:30:00Z,Srishti S.,5,So worth the hype,Came here after watching all the influencers talk about it and it is so worth the hype. My skin glows and the formula is super lightweight.,Be Bodywise Ultra Light Sunscreen SPF50+ 50g,BB-USS-50,true,12,https://bebodywise.com/product/ultra-light-sunscreen-spf50
AMZ-021,2025-09-18T11:30:00Z,Kavya Saini,5,Baby hair growth in 4 months,"As a new mom you need to buy this gummies and serum combo. Using this did wonders to my hair. I saw baby hair growth in 4 months. Thank you bodywise. You solved my hair loss from the roots.",Be Bodywise Hair Growth Serum Roll On 25ml,BB-HGS-25,true,29,https://bebodywise.com/product/hair-growth-pack-rosemary-roll-on
AMZ-022,2025-10-05T14:00:00Z,Jessica,4,Results from 3rd month onward,"Just super impressed. Initially I didn't notice any results in the first 2 months but after 3 months of using gummies my hair fall reduced massively and there's some new growth on scalp.",Be Bodywise Biotin Hair Gummies 60ct,BB-BHG-60,true,15,https://bebodywise.com/product/hair-growth-pack-rosemary-roll-on
AMZ-023,2025-11-12T09:00:00Z,Lata S.,5,Non-sticky matt finish sunscreen,"Does the job perfectly and prevents sunburn all the time. Non sticky non-greasy look with matt finish and protects awesomely from sun. Also it has no fragrance which I love!",Be Bodywise Ultra Light Sunscreen SPF50+ 50g,BB-USS-50,true,8,https://bebodywise.com/product/ultra-light-sunscreen-spf50
AMZ-024,2025-12-20T10:00:00Z,Prachi Sharma,3,Results inconsistent,"Been using the serum for 2 months. Hair fall has reduced slightly but I expected more considering the price. Also it made my scalp dry initially which I wasn't prepared for. I had to oil more frequently. Would be nice if they mentioned this in product description.",Be Bodywise Hair Growth Serum Roll On 25ml,BB-HGS-25,true,21,https://www.amazon.in/Be-Bodywise-Rosemary-Stimulates-Follicles/dp/B0CPJB7WW7
AMZ-025,2026-01-10T11:30:00Z,Rajan Mehta,2,No visible change after 6 weeks,"Applied the Man Matters serum every day on my hairline for about 6 weeks and I see no difference. Hair fall is the same and zero new growth. Maybe it works for some people but not for me. The price is too high for no results.",Man Matters Advanced Hair Growth Serum 30ml,MM-AHS-30,true,34,https://www.amazon.in/Man-Matters-Advanced-Redensyl-Increases/dp/B0C3DFVSV2
AMZ-026,2026-01-25T14:00:00Z,Neha Kapoor,2,Vitamin C serum caused skin irritation,"Tried the 10% Vitamin C serum for 2 weeks. After a few days I started getting redness and irritation on my cheeks. Stopped using it and skin returned to normal. When I checked online I found a few people report similar issues suggesting the product may have oxidized. Not happy with this experience.",Be Bodywise 10% Vitamin C Face Serum 20ml,BB-VCS-10,true,48,https://www.amazon.in/Be-Bodywise-Hyaluronic-Pigmentation-Brightens/dp/B0CG9N7DTS
AMZ-027,2026-02-01T09:00:00Z,Ankita Rao,1,Biotin gummies broke me out,"Started the biotin gummies 3 weeks ago and developed cystic acne on my forehead and cheeks. Had to stop immediately. When I contacted customer care they mentioned this can be an initial purge period but it's been more than 3 weeks now. Very disappointed. The packaging is nice but the product doesn't agree with my skin.",Be Bodywise Biotin Hair Gummies 60ct,BB-BHG-60,true,62,https://www.amazon.in/Be-Bodywise-Effective-Rejuvenation-Ascorbic/dp/B08YN5Y8LW
AMZ-028,2026-02-10T15:00:00Z,Siddharth Nair,3,Good but leaking packaging,"The Man Matters hair serum formula seems good and has reduced my hair fall slightly. But the bottle leaked inside the delivery box. The outer packaging was okay but the product bottle had a loose cap. Customer care offered replacement but took 5 days to respond. Product itself 3 stars packaging quality 1 star.",Man Matters Advanced Hair Growth Serum 30ml,MM-AHS-30,true,19,https://www.amazon.in/Man-Matters-Advanced-Redensyl-Increases/dp/B0C3DFVSV2
